body,Asker,Answered,Answered by,,
"Since I'm going thru this now, I'll summaraize what I was looking for in the docs that this JIRA can hopefully address. I have a J2EE app running in JBossAS 4.2 - it can support either PostgreSQL or Oracle (I deploy a custom datasource in my own -ds.xml file) Because I am not limited to just Oracle, I want to use JDBCXARecovery (the title of this JIRA mentioned ""OracleXARecovery"" - so I mention this so we can have docs for the recoverer that uses JNDI to obtain the XADataSource). I need to know what settings I have to put in jbossjta-properties.xml to enable XA-recovery for my datasource. This documentation is more targeted to the JBossAS integration with JBossTM, since involves talking about what settings to put in the conf/jbossjts-properties.xml.",,,,,
"Jonathan, can you take this?",,,,,
FYI. I am going to mark TxManager as deprecated. See the linked task. Any reason why you didn't use links?,,,,,
"""Any reason why you didn't use links?"" Nope, no reason.",,,,,
"Please can you review this in context of JBTM-1230, I think the changes we made there might have addressed your requirements",,,,,
"Hi Tom, please let me understand something. From JBTM-1230 I understand that JDBC connections for the Object Store are now retrieved using JNDI, is this correct? If so, as I already stated already in other circumstances, this is a problem for us, since we're using JBoss TS embedded in an application which is meant to work outside a JEE environment. We would need to setup a fake JNDI repository with Spring to let the object store find JDBC connections. Do you confirm this? Or is there an alternative way to still provide connections without JNDI? If not, I personally consider this, together with the push towards the mandatory use of a JCA connector (in place of the plain JDBC implementation) in JBoss TS 5.x, a step backward. Please note that I've not followed this evolution so tightly, but this is what I understood based on the feedback I received on the bugs I opened myself (and for some of which I also contributed with patches that were never integrated). Thanks in advance.",,,,,
"Hi Mauro, I found the link, it doesn't seem like you have signed the CLA, please can you consider doing to assist in integrating your future patches? https://cla.jboss.org (choose ""JBoss Transactions"") Thanks, Tom",,,,,
"Hi Tom, thanks a lot for your feedback. Two questions: - I'm evaluating the CLA with my employer to sign a corporate CLA, thank you; just a question: in the form at http://cla.jboss.org there's also a text field where I can specify a JIRA ticket; should I need to fill in the form for each ticket I want to contribute or is it just a hint to the first/most important ticket I want to contribute? - is (or will be) there any documentation available where there is an explanation of the migration path from JBoss TS 4.x to 5.x? I mean, from a system integrator point of view, rather than from a consumer point of view (as I said, we're embedding JBoss TS in our own application and we had to integrate it in our Spring+JDBC+pooling environment - not a 2-minute trivial task) Thanks in advance.",,,,,
Does this still make sense? We should probably ensure our tooling is consistent with AS7 as much as anything.,,,,,
"Hi Mike, This issue was marked as ""Resolved, Done"" but there is no ""Fix Version"" specified. Please can you update the Jira with the version of the software where you fixed this? Also, can you then close the issue (assuming its not an in development version). Thanks, Tom",,,,,
"From Adrian Brock: ""Adrian comment: ""Will this also be integrated with the JBoss installer and the JBoss Network for ""ease"" of installation/choice? i.e. we include JBoss Transactions in the installer distrubtion and let them choose between the two implementations.""",,,,,
"The comment 'TODO why?' is probably because the shutdown code has not yet been tested. It is clear that this routine needs to be called by the RecoveryManagerImple and not by your code -- the RecoveryManager implementation should clean up its own detritus. However, after a cursory eyeball of the code I believe the current version of ExpiredEntryMonitor needs to be supplemented with some synchronization. It should ensure that the shutdown call does not clear _started and return before the thread held in _theInstance has exited. If it does and then startup() is called it will be possible for the old thread to start processing a new scanner list. Synchronization issues aside, it is probably bad form for RecoveryManagerImple to return from stop when it has not really stopped a thread which it started. If you need to get this to work just now then I suggest you either i) implement and test a version of shutdown which performs the required synchronization, call it from RecoveryManagerimple.stop(), then send us your patch for inclusion in a future release (we are very glad to accept contributions from those who know what they are doing). or ii) bodge it as you indicated above and wait for us to release a tested version",,,,,
"Hi Andrew, any news on this? Could it be considered for 4.7.0?",,,,,
"new Uid (""invalidString"", true); should return cleanly with a Uid such that x.valid()== false. Instead it throws NPE. The exception handling probably needs a catch for that in addition to the existing exceptions it knows about.",,,,,
"Hi Romain, If you still would like this fix, please can you consider raising a pull request on the Narayana project and we can take a look at it. The new build system uses maven so you could add pmd into a profile and don't enable that profile by default? Thanks, Tom PS If you no longer require this feature please consider closing this issue and marking as deferred",,,,,
"Another thought about the Listener.finalize() method: it is useless also because if the Listener is running, it can't be finalized, so finalize() will never be called. Viceversa, if finalize() is called it means that the listener has already been stopped, so its finalize() implementation is useless... am I wrong?",,,,,
Could this be targetted for 4.7.0? Resolution should be quite straightforward... Thanks in advance.,,,,,
"Given that right now this problem is causing a memory leak whenever JBossJTA is restarted, any thought on a candidate target release? Thanks in advance.",,,,,
"Maybe running the test with the gc.log and analysing it afterwards would also be a sounded approach ? Basically what is to know of the test is : ""Is there memory consumption below a certain threshold ?"", this could be answer by a gc.log file... (However, this is rather tied to the Sun JVM implementation). Moreover, analysing the GC log also allow to see how the memory consumtion progress, maybe spotting a memory consumption rising (even if it's stay beneath the appropriate threshold during the test) that wasn't rising in the previous version. That gain this sort of knowledge would requires you to either run test on previous tag release or keep previous GC.log on file, however doing the first one with Git is not really that complicated (in fact, it will be similar to using the 'bissect' command). On other ""trick"" that I know of is the Ant's for-each statement in the ant-contrib.jar, which will allow to do something like this: <for-each ..> <junit .... > <!-- run one particular test or test group --> <!-- Load memory configuration for an appropriate test from a properties file --> <property name=""${testId}-config..""/> <jvmarg value=""-Xms${memory.start}""/> <jvmarg value=""-Xmx${memory.max}""/> <!-- ... Hope that's help.",,,,,
